geoid,total_count,total_tested,race_White_count,race_White_tested,race_Asian_count,race_Asian_tested,race_Black_count,race_Black_tested,race_Hispanic_count,race_Hispanic_tested,race_NH/PI*_count,race_NH/PI*_tested,race_AI/AN**_count,race_AI/AN**_tested,race_unkown_count,race_unkown_tested,race_other_count,race_other_tested,age_<20_count,age_<20_tested,age_20-29_count,age_20-29_tested,age_30-39_count,age_30-39_tested,age_40-49_count,age_40-49_tested,age_50-59_count,age_50-59_tested,age_60-69_count,age_60-69_tested,age_70-79_count,age_70-79_tested,age_80+_count,age_80+_tested,age_Unknown_count,age_Unknown_tested,gender_male_count,gender_male_tested,gender_female_count,gender_female_tested,gender_unkown_count,gender_unkown_tested
1760002,123,1743,0,0,13,162,19,243,24,214,25,274,21,338,16,286,0,143,0,80,55,981,8,29,25,557,0,69,0,28,28,75,0,0,0,0,65,712,58,976,0,55
1760004,388,8625,0,143,33,578,60,925,55,1006,57,1026,61,1160,42,1157,26,812,50,1818,119,2639,9,150,152,5196,20,190,17,133,70,307,0,7,0,0,167,3154,193,4297,28,1174
1760005,237,4252,0,0,14,301,38,454,39,518,41,529,34,604,26,606,19,498,26,738,64,705,13,44,88,3229,9,76,10,49,52,143,0,0,0,0,106,1644,131,2168,0,440
1760007,380,3822,0,7,17,180,38,465,36,459,49,452,52,595,52,679,54,423,82,562,124,535,0,16,162,3045,15,58,12,41,59,125,0,0,0,0,175,1571,202,2149,0,102
1760008,361,4281,0,0,28,315,40,546,68,579,80,597,66,663,50,719,20,481,9,376,59,772,0,18,128,3010,11,81,6,57,152,339,0,0,0,0,192,1881,166,2295,0,105
1760010,190,3858,0,0,21,356,28,439,25,348,14,477,37,693,25,625,15,460,25,458,90,1314,0,16,76,2340,0,63,8,70,9,47,0,0,0,0,99,1599,90,2200,0,59
1760012,93,889,0,0,0,61,7,100,0,78,6,85,15,158,0,148,12,113,43,146,68,453,0,0,12,387,0,15,0,10,8,17,0,0,0,0,40,366,52,515,0,8
1760013,132,1740,0,0,13,145,23,232,22,232,18,245,28,314,21,334,0,146,0,92,73,866,0,7,11,767,0,14,0,9,45,74,0,0,0,0,59,758,73,961,0,21
1760014,344,4179,0,0,33,311,43,514,60,613,55,584,51,718,41,635,25,388,36,415,200,1928,11,42,16,1878,0,60,10,33,104,230,0,0,0,0,146,1680,196,2381,0,118
1760015,204,3093,0,0,12,314,20,408,17,335,28,390,32,487,20,465,31,377,44,316,140,1571,6,16,24,1248,13,151,10,54,10,49,0,0,0,0,83,1350,119,1653,0,90
1760016,1162,8630,0,13,63,370,189,1269,168,1325,177,1233,214,1552,188,1393,74,773,88,702,258,1943,53,191,321,4596,114,530,185,668,216,612,7,51,8,39,558,3498,576,4582,28,550
1760018,700,4952,0,7,41,283,122,721,106,725,125,686,112,807,74,674,40,443,80,606,121,1079,13,60,246,2682,27,183,28,154,261,761,0,23,0,10,330,2005,353,2618,17,329
1760020,47,1069,0,0,0,58,0,119,11,142,11,162,9,176,8,171,0,125,0,115,19,614,0,27,14,317,0,26,0,14,8,68,0,0,0,0,19,449,27,606,0,14
1760021,23,365,0,0,0,32,6,52,0,59,0,41,8,60,0,61,0,35,0,25,18,179,0,0,0,170,0,0,0,0,0,10,0,0,0,0,7,162,16,198,0,0
1760022,34,831,0,0,6,129,8,106,0,57,0,106,9,137,0,148,0,105,0,43,24,491,0,0,0,268,0,43,0,12,0,11,0,0,0,0,19,370,15,448,0,13
1760025,413,4959,0,0,23,367,54,629,44,561,88,758,80,836,51,826,29,487,44,492,177,2001,7,56,78,2059,46,359,47,261,54,186,0,16,0,21,198,1846,191,2567,24,546
1760026,167,2939,0,13,0,176,13,292,17,334,20,410,25,420,13,430,21,277,53,587,74,744,0,23,35,1839,16,124,24,106,13,88,0,10,0,0,52,651,101,1011,14,1277
1760029,8,96,0,0,0,6,0,21,0,18,0,14,0,20,0,14,0,0,0,0,0,27,0,0,0,57,0,10,0,0,0,0,0,0,0,0,6,57,0,38,0,0
1760030,223,3704,0,0,25,394,54,499,27,466,30,476,36,690,29,547,12,362,10,270,103,2204,13,113,24,782,12,178,8,85,61,332,0,0,0,0,106,1613,110,1994,7,97
1760031,381,4528,0,0,36,389,76,688,62,636,52,617,69,914,40,753,18,321,28,207,122,2056,49,374,43,1016,22,265,26,217,115,585,0,9,0,6,169,1890,208,2469,0,169
1760033,233,1527,0,0,35,244,38,289,43,231,54,271,36,190,15,156,7,104,0,42,33,379,0,0,7,626,0,24,0,0,188,489,0,0,0,0,110,644,123,857,0,26
1760035,297,4625,0,0,15,383,51,606,47,535,45,616,46,750,26,670,28,574,39,488,145,2256,14,40,41,1884,21,150,8,43,65,248,0,0,0,0,149,2007,146,2540,0,78
1760040,182,974,0,0,12,90,12,109,26,130,29,164,28,150,17,105,23,100,35,123,65,195,0,23,15,407,0,25,0,9,95,313,0,0,0,0,80,389,96,524,6,61
1760041,55,872,0,0,0,61,11,133,10,121,8,97,11,165,7,156,0,93,0,45,25,528,0,10,8,200,0,34,0,0,17,98,0,0,0,0,26,359,29,483,0,30
1760042,54,663,0,0,0,52,14,102,10,88,10,119,9,95,0,124,0,53,0,30,17,293,0,0,8,267,0,20,0,10,26,67,0,0,0,0,24,259,30,397,0,7
1760043,19,298,0,0,0,39,0,39,0,33,0,39,9,91,0,29,0,15,0,12,15,156,0,0,0,116,0,19,0,0,0,0,0,0,0,0,9,149,10,144,0,0
1760044,116,1466,0,0,6,123,9,163,13,143,8,164,12,225,11,251,15,185,42,212,63,785,10,32,9,439,7,86,15,44,12,76,0,0,0,0,47,601,69,833,0,32
1760045,138,2609,0,0,7,216,26,281,9,165,22,238,31,393,22,405,9,351,12,556,99,1803,0,21,20,557,7,142,6,45,0,36,0,0,0,0,74,1123,63,1428,0,58
1760046,238,3036,0,0,29,301,34,429,36,429,31,478,50,513,29,435,8,220,21,227,104,1717,14,94,31,744,11,146,10,71,66,252,0,0,0,7,119,1246,118,1692,0,98
1760047,500,5182,0,0,43,410,31,544,32,529,50,591,61,837,59,694,74,610,150,963,313,1769,0,25,123,3035,8,88,9,124,44,137,0,0,0,0,221,1976,277,3133,0,73
1760048,181,2810,0,0,10,257,16,319,13,281,29,313,15,454,21,488,22,327,55,370,131,1632,8,39,19,857,7,123,0,73,12,83,0,0,0,0,80,1282,98,1489,0,39
1760050,243,3025,0,0,12,208,24,317,27,430,47,396,41,472,38,459,29,389,25,354,132,1651,0,26,12,1033,0,37,10,34,83,233,0,0,0,7,124,1223,119,1751,0,51
1760051,140,2039,0,0,8,133,23,266,14,268,26,264,34,418,22,322,8,220,0,148,92,1253,0,21,0,633,0,32,0,7,36,88,0,0,0,0,66,861,73,1147,0,31
1760053,334,3275,0,0,11,147,35,374,56,526,45,406,56,488,70,506,30,415,31,408,91,828,15,46,81,1557,39,305,73,386,26,99,0,43,0,11,167,1342,167,1847,0,86
1760056,679,6306,0,0,41,472,108,887,139,972,153,1016,123,1061,66,970,27,553,22,371,134,1452,15,67,203,3759,42,260,54,275,224,444,0,34,0,15,334,2729,337,3444,8,133
1760060,479,3559,0,0,48,319,101,612,62,504,91,535,104,587,59,564,6,292,8,144,93,1376,7,47,62,1001,31,201,20,127,264,793,0,0,0,9,243,1551,233,1908,0,100
1760061,188,2672,0,0,12,221,37,372,29,298,32,379,31,358,20,348,9,236,18,455,72,967,6,31,22,1153,9,125,19,166,58,215,0,9,0,6,93,1002,95,1550,0,120
1760062,360,6594,0,17,14,376,38,650,28,671,43,808,60,1063,57,1003,42,806,78,1200,178,2556,6,72,87,3210,33,273,30,254,23,197,0,22,0,10,165,2439,187,3537,8,618
1760064,672,2369,0,6,110,341,182,495,91,343,94,362,87,364,69,291,24,112,15,55,126,305,138,590,57,553,22,92,21,26,305,802,0,0,0,0,383,1014,280,1246,9,109
1760067,273,5549,0,9,26,351,47,693,40,679,36,670,43,968,31,883,21,605,29,691,110,1411,9,44,91,3568,14,74,8,180,36,261,0,7,0,0,107,1972,158,3151,8,426
1760068,349,4763,0,0,16,322,50,602,37,603,33,583,50,819,48,713,24,513,91,604,207,1831,0,22,79,2444,18,207,21,130,19,120,0,7,0,0,147,1996,193,2709,9,58
1760069,101,2149,0,0,0,110,14,250,8,201,7,249,15,293,10,240,16,248,30,556,63,539,0,68,21,1248,0,52,0,104,6,133,0,0,0,0,41,721,60,1331,0,97
1760070,282,2192,0,0,25,179,39,312,55,308,65,289,46,310,22,302,12,199,18,291,43,453,0,13,64,1255,12,63,7,34,151,369,0,0,0,0,142,859,136,1219,0,114
1760071,17,274,0,0,0,10,0,39,0,36,0,42,0,50,0,36,0,39,0,21,13,162,0,0,0,99,0,0,0,0,0,6,0,0,0,0,8,141,9,125,0,8
1760073,1145,7793,0,9,138,885,227,1410,219,1191,252,1423,183,1221,77,786,34,418,14,450,132,2413,35,262,128,1853,39,325,25,225,783,2687,0,18,0,10,540,2966,592,4402,13,425
1760074,494,4169,0,0,41,386,85,745,115,748,98,615,81,714,50,550,13,258,11,152,65,685,15,71,149,2619,12,89,16,100,236,599,0,0,0,0,231,1845,257,2232,6,92
1760076,559,5433,0,0,40,292,81,695,86,714,78,737,107,896,79,936,32,559,56,599,129,1252,47,227,97,2555,130,678,91,452,61,210,0,40,0,19,244,2359,310,2982,0,92
1760077,438,4148,0,7,22,191,59,504,91,681,73,670,74,753,65,725,34,353,20,264,101,920,29,169,75,1913,75,483,76,399,69,211,11,43,0,10,205,1647,230,2421,0,80
1760079,12,112,0,0,0,0,0,0,0,12,0,7,0,28,0,38,0,12,0,6,0,9,0,16,0,56,0,6,0,0,0,23,0,0,0,0,0,44,7,64,0,0
1760081,49,679,0,0,0,52,16,99,0,76,10,88,0,140,8,116,0,79,0,29,34,410,0,0,0,206,0,14,0,7,9,38,0,0,0,0,21,324,28,339,0,16
1760083,106,1177,0,0,0,97,17,161,24,167,21,190,13,229,19,179,7,114,0,40,23,444,21,132,9,253,7,62,16,101,30,180,0,0,0,0,53,510,52,630,0,37
1760084,197,1530,0,0,16,107,33,201,30,217,38,245,21,250,10,232,26,160,23,117,65,699,0,13,38,544,0,35,0,24,86,213,0,0,0,0,81,613,115,886,0,31
1760085,2508,12260,0,0,262,1376,472,2375,430,1885,501,2056,468,2198,267,1557,75,560,33,248,194,1757,196,1315,272,3340,55,394,11,185,1773,5235,0,0,0,29,1161,5366,1302,6247,45,647
1760087,708,4529,0,0,84,523,130,842,102,684,140,687,125,813,70,581,30,260,27,136,79,923,61,523,92,919,28,186,13,81,433,1885,0,0,0,10,324,1837,373,2460,11,232
1760088,187,674,0,0,45,92,94,415,32,93,7,29,0,23,0,18,0,0,0,0,89,73,48,39,15,515,0,12,7,16,24,16,0,0,0,0,121,399,66,269,0,6
1760089,346,4261,0,8,12,259,39,488,35,497,58,686,54,692,45,758,36,439,67,434,166,1664,0,43,67,1723,15,216,24,247,71,357,0,7,0,0,149,1600,196,2589,0,72
1760090,847,5262,0,0,51,329,133,774,129,830,150,822,134,743,99,781,48,386,103,592,133,923,10,64,234,2916,37,249,31,206,397,891,0,8,0,0,417,2187,416,2923,14,152
1760091,184,2760,0,9,21,379,24,308,17,265,28,384,33,517,21,374,17,292,23,232,125,1487,0,26,28,874,12,226,6,102,8,40,0,0,0,0,88,1222,96,1495,0,43
1760093,194,2374,0,0,30,349,38,382,24,250,33,336,40,424,11,291,9,192,9,148,105,1271,0,8,26,779,10,138,7,34,44,141,0,0,0,0,104,1090,86,1251,0,33
1760096,41,558,0,0,0,46,7,67,7,98,8,71,8,99,0,88,0,54,0,34,24,274,0,36,0,128,0,31,0,8,7,80,0,0,0,0,19,267,22,269,0,22
1760097,47,852,0,0,0,72,11,107,0,105,0,104,11,172,11,157,0,101,0,34,35,509,0,7,0,295,0,6,0,0,7,33,0,0,0,0,22,411,25,433,0,8
1760098,385,4057,0,0,37,345,55,595,41,524,45,473,66,606,66,600,35,416,40,498,180,1727,12,77,29,1825,0,40,9,14,152,370,0,0,0,0,189,1506,194,2463,0,88
1760099,607,4521,0,0,91,539,120,725,96,659,127,787,82,760,44,624,32,277,15,145,67,819,141,834,57,1506,19,177,10,53,313,1126,0,0,0,0,266,1808,333,2524,8,189
1760101,845,5125,0,0,68,409,159,874,158,853,192,839,137,848,89,696,28,341,14,260,111,932,18,111,147,2628,27,211,16,118,524,1112,0,8,0,0,452,2439,390,2608,0,78
1760102,205,2606,0,0,24,205,37,341,34,326,31,328,45,467,20,376,7,293,7,267,96,1076,7,35,28,1277,0,31,21,45,48,129,0,8,0,0,101,1084,103,1453,0,69
1760103,326,4179,0,0,14,299,56,565,51,674,61,552,74,748,44,572,14,352,12,413,94,977,7,55,126,2780,9,60,32,160,56,136,0,10,0,0,144,1652,177,2256,0,271
1760104,455,3226,0,0,35,180,83,468,54,506,84,524,93,607,51,493,42,333,13,112,25,264,220,1386,87,1128,16,115,0,7,101,323,0,0,0,0,226,1374,223,1760,6,92
1760106,546,3897,0,0,36,178,101,476,119,615,101,595,87,647,51,487,26,382,25,514,76,1105,17,203,108,1649,12,128,15,97,318,706,0,7,0,0,305,1644,239,2158,0,95
1760107,687,5320,0,8,46,355,136,896,129,918,131,857,134,1012,69,647,34,365,7,262,62,493,13,99,281,3910,15,87,41,181,262,530,10,19,0,0,342,2200,329,2807,16,313
1760108,355,3902,0,0,14,135,38,399,37,480,40,465,40,620,66,674,50,568,70,558,146,1113,14,88,99,2331,8,71,30,125,52,170,0,0,0,0,158,1538,172,1971,25,393
1760109,12,344,0,0,0,21,0,50,0,35,0,37,0,41,0,29,0,47,0,79,0,24,0,0,9,297,0,0,0,0,0,14,0,0,0,0,0,44,0,64,6,236
1760110,767,3908,0,0,97,473,146,829,127,678,190,778,124,603,61,340,17,137,0,66,65,490,19,63,247,2589,6,55,7,51,423,657,0,0,0,0,386,1726,369,2084,12,98
1760112,31,422,0,0,0,38,0,61,6,82,7,74,7,71,0,57,0,24,0,14,6,172,0,17,0,186,0,0,0,0,20,41,0,0,0,0,14,169,17,238,0,15
1760115,315,4634,0,8,30,383,79,989,54,681,38,472,32,529,18,506,26,334,38,732,110,2252,44,454,24,1549,0,45,0,27,128,306,0,0,0,0,135,1642,180,2907,0,85
1760118,91,1347,0,0,0,79,21,211,20,197,13,182,13,226,7,231,8,146,0,73,37,418,0,14,30,822,0,22,0,12,17,59,0,0,0,0,44,587,46,720,0,40
1760119,42,909,0,0,0,85,11,146,8,117,8,130,9,161,0,133,0,82,0,54,18,386,0,0,13,463,0,10,0,8,11,39,0,0,0,0,23,381,19,476,0,52
1760120,1433,6914,0,0,130,661,306,1470,246,1232,300,1135,232,1165,110,671,52,305,57,272,120,752,37,180,412,4359,16,179,18,113,813,1324,16,0,0,0,679,2994,733,3696,21,224
1760123,964,6586,0,9,94,534,184,1218,175,1010,172,1038,146,1074,96,877,42,483,55,343,126,1415,38,212,267,3783,21,166,13,101,497,899,0,9,0,0,430,2671,517,3644,17,271
1760124,152,2048,0,0,13,141,24,199,26,300,24,346,25,332,17,306,11,251,12,173,47,655,0,32,54,1183,0,24,14,71,26,77,0,0,0,0,74,892,76,1089,0,67
1760126,380,5803,0,0,40,592,47,666,41,754,61,835,53,908,48,768,36,607,54,670,154,2545,19,107,109,2545,16,201,18,131,60,259,0,10,0,0,201,2624,175,3088,0,91
1760130,171,3622,0,7,0,62,26,469,27,525,38,585,25,604,28,604,18,423,7,343,34,842,63,855,31,1481,15,147,0,64,25,227,0,6,0,0,76,1441,90,1993,0,188
1760131,375,2528,0,0,40,177,54,393,74,466,82,438,63,446,43,364,8,135,11,109,78,746,0,41,81,924,16,120,10,40,182,636,0,20,0,0,184,1141,187,1356,0,31
1760133,791,5347,0,8,75,438,166,1013,138,957,155,884,155,924,71,662,21,278,10,183,71,544,29,153,254,3698,21,112,39,170,366,659,10,10,0,0,387,2146,383,2690,21,511
1760134,214,2857,0,0,27,431,23,349,17,326,23,370,24,504,19,353,27,224,54,299,105,1127,0,18,76,1579,0,38,0,24,26,71,0,0,0,0,87,1173,122,1581,0,103
1760135,53,673,0,0,0,72,15,120,9,104,0,89,14,124,0,82,0,51,0,31,21,297,0,0,12,328,0,6,0,0,20,34,0,0,0,0,30,303,23,357,0,13
1760136,71,675,0,0,0,43,10,91,10,124,17,143,17,148,6,64,0,46,0,16,19,170,0,17,17,407,0,6,17,52,15,23,0,0,0,0,30,284,40,363,0,28
1760137,180,3752,0,0,12,355,41,466,38,582,28,430,25,582,22,545,6,368,8,423,62,1122,12,68,51,2314,0,71,8,55,40,115,0,0,0,0,93,1588,87,2072,0,92
1760139,687,4611,0,7,75,347,126,816,124,811,134,817,108,755,77,572,38,331,0,155,80,612,21,143,146,2655,24,171,86,280,329,738,0,11,0,0,334,2062,351,2446,0,103
1760140,111,1532,0,0,0,113,24,233,31,332,25,210,14,236,9,203,0,131,0,74,41,547,0,18,40,838,0,21,0,32,25,75,0,0,0,0,56,653,55,854,0,25
1760141,27,919,0,18,0,0,0,34,0,73,0,66,0,95,0,210,7,356,0,63,6,38,6,29,8,107,6,730,0,0,0,13,0,0,0,0,21,828,6,74,0,17
1760142,122,2554,0,0,8,203,18,240,17,200,28,318,23,333,14,320,11,535,0,403,77,1416,0,28,11,973,0,18,7,37,25,77,0,0,0,0,57,1056,65,1461,0,37
1760143,205,1629,0,0,8,103,20,142,22,202,25,192,28,275,44,339,28,223,30,149,81,405,0,31,61,990,0,27,14,42,39,124,0,9,0,0,99,663,106,926,0,40
1760145,9,159,0,0,0,12,0,18,0,21,0,32,0,21,0,19,0,20,0,16,7,79,0,0,0,71,0,0,0,0,0,7,0,0,0,0,7,76,0,82,0,0
1760146,10,232,0,0,0,36,0,47,0,29,0,26,0,28,0,48,0,13,0,0,6,114,0,0,0,108,0,0,0,0,0,8,0,0,0,0,7,97,0,126,0,9
1760148,426,5662,0,0,29,318,78,783,66,959,61,763,59,954,47,869,25,499,61,515,155,1987,36,191,95,2835,15,174,24,147,96,320,0,0,0,0,190,2300,223,3194,13,168
1760151,20,319,0,0,0,29,0,47,0,44,0,47,0,45,0,58,0,28,0,21,10,170,0,0,8,140,0,0,0,0,0,0,0,0,0,0,12,151,8,156,0,12
1760152,85,1035,0,0,0,80,7,144,16,140,15,136,12,156,8,136,8,135,15,108,50,499,0,6,0,453,0,13,0,0,31,58,0,0,0,0,39,399,46,606,0,30
1760153,541,3606,0,0,47,261,96,621,100,595,110,598,90,592,47,477,37,302,13,155,30,215,234,1603,100,1088,24,197,0,6,152,495,0,0,0,0,249,1573,280,1958,12,75
1760154,226,2644,0,0,17,102,27,226,32,357,37,352,32,460,35,542,31,365,15,236,38,836,66,393,49,1003,17,123,9,43,46,237,0,8,0,0,102,1102,122,1490,0,52
1760155,184,1151,0,0,19,72,24,141,24,168,38,207,34,198,25,202,12,102,8,59,10,79,100,570,37,382,10,37,6,21,17,60,0,0,0,0,80,492,99,630,0,29
1760156,174,2204,0,0,15,223,42,367,22,333,31,339,38,433,17,260,6,171,0,75,84,880,10,30,14,1122,0,19,11,26,52,126,0,0,0,0,90,975,84,1204,0,25
1760157,12,223,0,0,0,18,0,26,0,29,7,29,0,36,0,45,0,25,0,15,0,72,0,0,0,140,0,0,0,0,0,0,0,0,0,0,7,107,0,112,0,0
1760160,787,4133,0,0,83,339,144,768,168,806,159,684,125,604,60,426,28,240,20,261,116,922,25,159,190,1675,38,243,0,17,415,1115,0,0,0,0,395,1849,372,2214,20,70
1760162,179,1802,0,0,10,59,38,240,26,286,33,277,26,267,27,359,10,163,9,146,17,150,53,460,29,855,9,91,0,17,67,228,0,0,0,0,82,700,90,932,7,170
1760163,101,749,0,0,8,46,18,128,16,121,25,139,18,131,9,89,0,72,0,23,7,116,15,185,26,259,0,30,0,13,49,144,0,0,0,0,44,333,55,404,0,12
1760164,551,4878,0,0,40,278,105,657,79,577,108,705,115,748,58,684,23,514,23,715,105,1157,6,72,137,2403,25,180,11,70,266,985,0,9,0,0,294,2066,247,2759,10,53
1760165,186,739,0,0,24,81,39,157,33,160,35,102,28,116,15,69,10,39,0,14,24,139,0,18,42,283,11,42,0,0,102,253,0,0,0,0,88,349,96,385,0,0
1760169,429,3784,0,6,33,217,77,551,87,679,62,570,83,594,37,481,17,295,33,391,53,394,13,71,187,2924,14,70,39,123,106,193,6,0,11,6,213,1481,204,2094,12,209
1760171,138,1326,0,0,13,75,28,227,23,221,27,199,24,213,20,213,0,100,0,74,34,523,0,13,40,463,6,74,0,11,51,229,0,12,0,0,69,616,69,690,0,20
1760172,249,2645,0,0,12,173,27,329,35,390,44,429,58,531,38,418,18,229,17,141,113,559,0,32,64,1834,7,58,15,59,47,97,0,0,0,0,96,1064,148,1417,0,164
1760173,113,1112,0,0,7,50,21,200,21,229,18,157,23,151,8,153,0,78,12,90,14,151,0,25,46,795,8,24,16,56,22,51,0,0,0,6,53,472,57,602,0,38
1760174,215,3634,0,0,21,298,39,537,39,496,32,401,37,598,23,499,10,398,14,407,96,1290,6,36,58,2065,0,31,6,32,44,171,0,9,0,0,103,1500,105,1893,7,241
1760175,123,2024,0,0,15,259,24,255,16,229,16,241,27,378,15,322,10,233,0,107,62,802,0,15,40,1074,0,32,6,49,11,49,0,0,0,0,62,943,60,1036,0,45
1760176,181,1286,0,0,17,110,28,207,43,233,31,219,33,191,18,200,7,65,0,58,49,389,0,15,42,558,9,65,11,25,62,227,0,6,0,0,95,609,83,652,0,25
1760177,311,2665,0,0,24,271,42,503,52,470,28,383,41,453,27,243,38,146,59,195,83,698,7,51,138,1676,6,46,13,55,63,135,0,0,0,0,119,1012,150,1563,42,90
1760178,79,1867,0,0,10,169,21,293,13,277,15,272,11,312,0,245,0,182,0,117,38,926,0,44,14,792,0,20,0,7,20,78,0,0,0,0,38,834,41,1002,0,31
1760181,303,3105,0,0,22,209,52,498,55,559,57,444,52,550,34,456,21,236,10,152,76,1104,17,137,59,1308,17,127,14,80,120,341,0,0,0,0,139,1445,162,1615,0,45
1760184,8,199,0,0,0,16,0,35,0,21,0,20,0,35,0,30,0,29,0,13,0,73,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,84,0,114,0,0
1760185,798,4834,0,0,82,527,125,820,178,810,155,754,129,796,76,617,40,339,13,169,88,860,11,73,176,2525,8,89,21,91,494,1192,0,0,0,0,406,2234,374,2484,18,116
1760187,169,3641,0,8,7,274,29,438,27,405,18,413,33,624,26,624,10,395,19,460,68,1510,8,115,53,1763,9,93,16,65,14,88,0,6,0,0,72,1546,94,1884,0,211
1760188,535,4896,0,0,37,345,80,848,85,773,84,624,82,866,56,664,37,361,74,414,141,1207,28,185,152,2766,20,121,59,250,131,359,0,6,0,0,245,1979,284,2800,6,117
1760189,125,2914,0,0,13,285,29,422,16,387,13,332,20,435,22,486,10,360,0,204,62,935,10,75,28,1747,0,40,6,69,19,46,0,0,0,0,54,1205,71,1629,0,80
1760190,70,1505,0,0,0,99,10,134,12,171,10,167,16,279,10,333,6,182,0,139,34,634,0,35,19,747,0,17,0,19,13,53,0,0,0,0,34,631,35,831,0,43
1760191,237,1683,0,0,21,97,32,237,49,277,39,239,48,271,24,233,12,163,12,166,65,427,0,23,48,934,8,52,7,26,105,219,0,0,0,0,132,787,105,878,0,18
1760192,72,1232,0,0,0,93,8,145,13,198,12,189,18,223,8,195,7,149,0,38,19,159,0,15,32,939,0,22,11,75,0,13,0,0,0,0,30,558,41,639,0,35
1760193,295,4662,0,12,18,253,36,643,50,751,44,676,57,793,46,697,24,467,20,370,78,799,7,60,132,3333,10,79,29,188,38,195,0,6,0,0,136,1734,154,2614,0,314
1760194,192,3108,0,0,14,116,27,244,37,316,34,298,25,380,17,344,11,305,27,1103,39,282,0,30,80,2615,6,52,18,58,42,68,0,0,0,0,81,1075,107,1831,0,202
1760195,21,357,0,0,0,18,0,58,0,86,0,62,0,41,0,48,0,32,0,12,0,55,0,9,8,257,0,9,0,16,0,10,0,0,0,0,8,147,11,196,0,14
1760201,354,5830,0,27,24,396,58,975,45,631,49,623,43,746,42,734,45,557,48,1141,130,1913,98,577,33,2684,29,381,10,68,51,201,0,0,0,0,166,2277,188,3367,0,186
1760202,461,4719,0,0,29,409,54,617,58,729,69,683,64,750,59,769,36,413,92,349,135,1250,125,637,55,2074,34,361,14,74,98,309,0,11,0,0,191,1896,268,2729,0,94
1760203,39,628,0,0,8,91,0,74,0,58,6,146,11,81,6,99,0,55,0,23,17,279,0,38,11,217,0,50,0,25,0,19,0,0,0,0,17,270,21,352,0,6
1760301,32,442,0,0,0,51,7,71,8,83,0,64,8,66,0,44,0,41,0,22,11,150,9,66,0,163,0,29,0,11,0,20,0,0,0,0,13,190,19,242,0,10
1760302,244,4755,0,0,14,352,31,575,34,701,44,705,38,756,29,671,26,561,28,434,87,1620,92,712,23,1999,12,216,8,51,22,148,0,6,0,0,107,1874,131,2807,6,74
1760304,87,2017,0,0,0,196,13,218,18,323,18,391,15,392,13,279,7,156,0,60,27,830,44,322,0,670,0,94,0,29,11,71,0,0,0,0,46,884,40,1105,0,28
1760305,63,1197,0,0,0,119,10,135,9,136,13,205,10,207,12,194,0,154,0,47,25,621,9,102,14,351,0,53,0,15,9,52,0,0,0,0,34,508,29,678,0,11
1760401,51,1146,0,0,0,87,7,126,0,111,11,142,11,193,6,196,7,135,0,152,25,455,6,34,15,570,0,22,0,15,0,50,0,0,0,0,23,475,28,641,0,30
1760402,1505,10115,0,16,106,723,297,1801,264,1812,331,1794,246,1703,157,1228,64,621,38,417,214,2490,83,509,301,3449,110,996,12,74,782,2579,0,16,0,0,710,4437,771,5244,24,434
1760403,253,2572,0,0,24,157,39,363,44,320,57,418,46,437,23,335,8,289,12,253,46,877,57,276,73,1044,6,129,8,36,62,204,0,0,0,0,131,1064,120,1456,0,52
1760404,132,2283,0,0,10,160,20,270,21,281,18,311,26,348,17,351,10,287,10,273,51,1119,12,79,44,910,0,59,0,21,19,94,0,0,0,0,72,996,59,1258,0,29
1760406,556,4295,0,0,62,340,97,733,101,721,85,732,111,882,53,516,27,254,20,117,38,357,109,599,265,2988,19,75,0,6,122,263,0,0,0,7,273,2258,280,1987,0,50
1760408,27,684,0,0,0,50,7,97,0,57,0,76,0,127,0,151,0,86,0,40,14,439,0,15,8,188,0,9,0,0,0,33,0,0,0,0,14,312,13,361,0,11
1760409,667,6260,0,7,50,426,104,761,119,882,138,1064,112,1163,94,1022,27,582,22,353,24,307,338,2284,210,3315,28,122,0,0,67,226,0,0,0,0,270,2480,391,3651,6,129
1760410,56,1171,0,0,0,101,14,171,0,159,13,181,9,227,8,163,0,118,0,51,24,588,0,14,24,500,0,25,0,0,7,42,0,0,0,0,29,527,26,633,0,11
1760411,1025,9552,0,10,77,672,184,1482,154,1408,186,1496,167,1702,122,1462,86,868,48,452,90,1306,399,2548,346,5010,29,188,0,19,151,436,0,0,0,45,455,4100,556,5228,14,224
1760415,228,2122,0,0,11,82,39,334,32,345,26,283,25,391,39,362,27,174,29,148,85,664,33,225,72,1012,13,79,0,25,18,110,0,0,0,7,111,908,112,1053,0,161
1760416,24,637,0,0,0,91,0,94,6,115,0,95,0,89,0,86,0,42,0,25,13,336,0,7,10,257,0,17,0,0,0,19,0,0,0,0,0,256,15,371,0,10
1760417,190,2365,0,0,7,96,19,222,27,265,26,295,29,349,31,430,20,367,31,341,66,909,53,366,46,980,6,47,0,7,18,53,0,0,0,0,80,981,107,1315,0,69
1760418,126,860,0,0,0,32,20,112,10,111,13,127,14,153,21,171,16,86,27,68,48,291,14,53,52,479,0,13,0,0,10,17,0,0,0,0,39,331,84,508,0,21
1760419,441,4376,0,0,22,231,60,544,59,553,60,620,87,842,82,915,41,413,30,254,11,94,285,1757,119,2434,6,52,0,0,19,36,0,0,0,0,182,1770,255,2495,0,111
